"order_id","order_date","order_amount","user_id","user_name","city","membership","restaurant_id","restaurant_name","cuisine","rating"
"23","2023-06-14","1025.36","2640","User_2640","Bangalore","Gold","83","Restaurant_83","Chinese","3.5"
"24","2023-01-22","412.50","2403","User_2403","Pune","Gold","434","Restaurant_434","Italian","4.6999998093"
"25","2023-06-07","147.90","288","User_288","Pune","Regular","18","Restaurant_18","Italian","4.5"
"26","2023-12-24","933.31","2915","User_2915","Chennai","Gold","129","Restaurant_129","Indian","4.0999999046"
"27","2023-08-08","678.38","1056","User_1056","Bangalore","Regular","399","Restaurant_399","Chinese","3.2000000477"
"28","2023-03-23","900.74","2370","User_2370","Bangalore","Regular","63","Restaurant_63","Italian","5"
"29","2023-09-20","903.00","2905","User_2905","Pune","Gold","115","Restaurant_115","Chinese","3.2999999523"
"30","2023-04-23","996.26","2009","User_2009","Chennai","Gold","18","Restaurant_18","Italian","4.5"
"31","2023-04-03","199.16","1986","User_1986","Bangalore","Regular","190","Restaurant_190","Chinese","3.0999999046"
"32","2023-01-26","741.10","1407","User_1407","Pune","Gold","93","Restaurant_93","Chinese","4.9000000954"
"33","2023-07-04","957.07","1761","User_1761","Bangalore","Gold","346","Restaurant_346","Indian","4.5"
"34","2023-06-15","455.96","844","User_844","Chennai","Gold","350","Restaurant_350","Mexican","3.2000000477"
"35","2023-05-15","121.81","2858","User_2858","Hyderabad","Regular","291","Restaurant_291","Mexican","4.3000001907"
"36","2023-09-12","140.83","186","User_186","Chennai","Regular","113","Restaurant_113","Chinese","5"
"37","2023-02-01","1198.64","952","User_952","Chennai","Gold","34","Restaurant_34","Chinese","4.3000001907"
"38","2023-01-11","751.82","2972","User_2972","Bangalore","Regular","376","Restaurant_376","Indian","3.4000000954"
"39","2023-02-23","596.06","118","User_118","Pune","Regular","170","Restaurant_170","Mexican","4.4000000954"
"40","2023-07-25","622.50","2773","User_2773","Pune","Gold","63","Restaurant_63","Italian","5"
"41","2023-01-09","753.16","1071","User_1071","Hyderabad","Gold","145","Restaurant_145","Italian","3.0999999046"
"42","2023-01-21","955.51","2274","User_2274","Chennai","Regular","121","Restaurant_121","Indian","4.0999999046"
"43","2023-03-26","850.52","380","User_380","Bangalore","Regular","256","Restaurant_256","Italian","3.0999999046"
"44","2023-12-04","512.14","633","User_633","Pune","Gold","161","Restaurant_161","Mexican","3.7999999523"
"45","2023-09-13","914.87","1146","User_1146","Pune","Gold","426","Restaurant_426","Chinese","3.5"
"46","2023-12-25","602.82","2294","User_2294","Pune","Regular","72","Restaurant_72","Mexican","3.4000000954"
"47","2023-09-30","929.24","505","User_505","Hyderabad","Gold","69","Restaurant_69","Chinese","4.9000000954"
"48","2023-11-30","957.14","372","User_372","Chennai","Regular","397","Restaurant_397","Indian","4.8000001907"
"49","2023-02-10","183.82","2911","User_2911","Pune","Regular","234","Restaurant_234","Chinese","3.7000000477"
"50","2023-09-26","298.54","1673","User_1673","Chennai","Regular","118","Restaurant_118","Mexican","3.7999999523"
"51","2023-05-10","893.66","1853","User_1853","Hyderabad","Gold","381","Restaurant_381","Italian","4.5999999046"
"52","2023-08-18","1423.59","799","User_799","Chennai","Regular","462","Restaurant_462","Italian","3.0999999046"
"53","2023-12-14","261.16","638","User_638","Hyderabad","Regular","262","Restaurant_262","Chinese","4.9000000954"
"54","2023-09-06","334.11","1042","User_1042","Pune","Gold","266","Restaurant_266","Italian","3.9000000954"
"55","2023-06-08","838.38","2610","User_2610","Pune","Regular","172","Restaurant_172","Italian","3.9000000954"
"56","2023-10-20","1499.80","2560","User_2560","Pune","Gold","215","Restaurant_215","Mexican","4.4000000954"
"57","2023-06-16","852.11","392","User_392","Chennai","Regular","273","Restaurant_273","Indian","3.9000000954"
"58","2023-02-22","1281.55","606","User_606","Hyderabad","Gold","361","Restaurant_361","Indian","4.5"
"59","2023-11-07","169.22","1785","User_1785","Bangalore","Gold","247","Restaurant_247","Mexican","3.2000000477"
"60","2023-04-10","544.55","1077","User_1077","Chennai","Regular","373","Restaurant_373","Indian","3.5999999046"
"61","2023-08-30","1134.71","1753","User_1753","Hyderabad","Gold","130","Restaurant_130","Indian","4.5999999046"
"62","2023-11-24","722.78","723","User_723","Bangalore","Gold","165","Restaurant_165","Mexican","4.3000001907"
"63","2023-07-27","1107.30","205","User_205","Pune","Gold","339","Restaurant_339","Indian","3.0999999046"
"64","2023-03-09","625.41","1565","User_1565","Pune","Regular","189","Restaurant_189","Indian","4.8000001907"
"65","2023-04-07","881.86","2905","User_2905","Pune","Gold","220","Restaurant_220","Mexican","3.2000000477"
"66","2023-08-12","1356.31","340","User_340","Chennai","Regular","70","Restaurant_70","Chinese","4.6999998093"
"67","2023-08-07","781.02","2716","User_2716","Pune","Regular","233","Restaurant_233","Italian","4.5"
"68","2023-04-19","165.97","850","User_850","Chennai","Regular","292","Restaurant_292","Mexican","4"
"69","2023-07-10","1377.54","929","User_929","Chennai","Gold","162","Restaurant_162","Italian","3.2999999523"
"70","2023-09-23","890.18","179","User_179","Bangalore","Regular","463","Restaurant_463","Chinese","3.2000000477"
"71","2023-05-18","1401.97","773","User_773","Pune","Gold","256","Restaurant_256","Italian","3.0999999046"
"72","2023-11-28","575.36","204","User_204","Bangalore","Regular","413","Restaurant_413","Italian","3.2999999523"
"73","2023-04-19","765.76","1725","User_1725","Bangalore","Gold","80","Restaurant_80","Italian","3.9000000954"
"74","2023-12-01","1223.01","1284","User_1284","Chennai","Regular","229","Restaurant_229","Italian","3.7999999523"
"75","2023-08-22","700.31","849","User_849","Pune","Regular","444","Restaurant_444","Chinese","4.6999998093"
"76","2023-08-28","1117.61","1565","User_1565","Pune","Regular","233","Restaurant_233","Italian","4.5"
"77","2023-10-22","851.28","1632","User_1632","Bangalore","Regular","80","Restaurant_80","Italian","3.9000000954"
"78","2023-12-24","271.81","2286","User_2286","Chennai","Regular","432","Restaurant_432","Mexican","5"
"79","2023-03-09","1052.51","1396","User_1396","Pune","Gold","242","Restaurant_242","Mexican","4"
"80","2023-02-23","1323.70","1965","User_1965","Hyderabad","Gold","291","Restaurant_291","Mexican","4.3000001907"
"81","2023-08-18","537.78","2320","User_2320","Hyderabad","Gold","368","Restaurant_368","Indian","4.4000000954"
"82","2023-01-11","1326.03","38","User_38","Chennai","Gold","257","Restaurant_257","Italian","3.4000000954"
"83","2023-09-03","961.02","1149","User_1149","Chennai","Gold","347","Restaurant_347","Chinese","4.8000001907"
"84","2023-12-29","488.53","2879","User_2879","Pune","Gold","196","Restaurant_196","Italian","5"
"85","2023-11-12","1102.52","2917","User_2917","Bangalore","Gold","201","Restaurant_201","Mexican","3.4000000954"
"86","2023-10-28","1018.04","2563","User_2563","Hyderabad","Regular","423","Restaurant_423","Indian","3.2000000477"
"87","2023-04-14","1103.42","1750","User_1750","Pune","Gold","385","Restaurant_385","Chinese","4.4000000954"
"88","2023-06-01","196.11","58","User_58","Bangalore","Regular","320","Restaurant_320","Italian","4.0999999046"
"89","2023-06-20","619.05","1619","User_1619","Bangalore","Regular","158","Restaurant_158","Indian","4.5"
"90","2023-01-16","264.05","2760","User_2760","Hyderabad","Regular","320","Restaurant_320","Italian","4.0999999046"
"91","2023-07-07","391.36","2309","User_2309","Chennai","Gold","476","Restaurant_476","Mexican","3.4000000954"
"92","2023-01-07","870.09","81","User_81","Chennai","Regular","200","Restaurant_200","Chinese","3.9000000954"
"93","2023-01-22","441.18","2874","User_2874","Hyderabad","Regular","1","Restaurant_1","Chinese","4.8000001907"
"94","2023-12-10","285.28","587","User_587","Chennai","Regular","176","Restaurant_176","Italian","4"
"95","2023-02-20","795.58","570","User_570","Bangalore","Gold","280","Restaurant_280","Chinese","3.7000000477"
"96","2023-09-17","711.84","1048","User_1048","Pune","Regular","157","Restaurant_157","Italian","4.5"
"97","2023-09-18","190.14","614","User_614","Hyderabad","Regular","335","Restaurant_335","Italian","3.9000000954"
"98","2023-12-05","1225.83","1135","User_1135","Bangalore","Regular","161","Restaurant_161","Mexican","3.7999999523"
"99","2023-11-25","146.68","549","User_549","Pune","Gold","11","Restaurant_11","Chinese","4.9000000954"
"100","2023-12-15","632.94","2811","User_2811","Bangalore","Gold","484","Restaurant_484","Mexican","4.1999998093"
"101","2023-09-24","852.59","1337","User_1337","Bangalore","Regular","96","Restaurant_96","Mexican","4.4000000954"
"102","2023-03-07","913.83","991","User_991","Pune","Regular","482","Restaurant_482","Chinese","4.5"
"103","2023-04-11","1017.18","1922","User_1922","Chennai","Gold","492","Restaurant_492","Italian","4"
"104","2023-10-03","1191.17","1115","User_1115","Chennai","Regular","379","Restaurant_379","Mexican","4.0999999046"
"105","2023-06-01","109.14","804","User_804","Bangalore","Gold","407","Restaurant_407","Mexican","4.5999999046"
"106","2023-11-18","1352.79","2873","User_2873","Pune","Gold","68","Restaurant_68","Italian","4.0999999046"
"107","2023-03-05","1037.09","1118","User_1118","Pune","Gold","388","Restaurant_388","Indian","3.9000000954"
"108","2023-04-16","1375.29","1493","User_1493","Chennai","Regular","5","Restaurant_5","Chinese","4.8000001907"
"109","2023-05-27","1461.82","532","User_532","Hyderabad","Gold","432","Restaurant_432","Mexican","5"
"110","2023-06-04","932.09","1350","User_1350","Bangalore","Gold","220","Restaurant_220","Mexican","3.2000000477"
"111","2023-03-30","1346.23","1416","User_1416","Pune","Regular","66","Restaurant_66","Italian","4.6999998093"
"112","2023-11-15","149.76","2446","User_2446","Bangalore","Gold","447","Restaurant_447","Chinese","3.2000000477"
"113","2023-04-13","475.81","2265","User_2265","Pune","Gold","28","Restaurant_28","Chinese","3.5999999046"
"114","2023-07-29","842.42","142","User_142","Pune","Regular","390","Restaurant_390","Mexican","4.6999998093"
"115","2023-02-17","367.72","827","User_827","Chennai","Gold","184","Restaurant_184","Mexican","3.5"
"116","2023-03-12","296.82","2476","User_2476","Pune","Regular","319","Restaurant_319","Indian","3.0999999046"
"117","2023-05-07","1485.31","1449","User_1449","Pune","Gold","328","Restaurant_328","Mexican","4.5999999046"
"118","2023-07-22","880.41","1209","User_1209","Bangalore","Gold","209","Restaurant_209","Indian","3.5999999046"
"119","2023-09-18","1008.64","1741","User_1741","Pune","Gold","257","Restaurant_257","Italian","3.4000000954"
"120","2023-08-06","1146.39","1385","User_1385","Bangalore","Regular","379","Restaurant_379","Mexican","4.0999999046"
"121","2023-07-31","930.64","383","User_383","Hyderabad","Regular","438","Restaurant_438","Italian","3.2000000477"
"122","2023-08-01","769.46","2661","User_2661","Chennai","Gold","376","Restaurant_376","Indian","3.4000000954"
"123","2023-12-17","1492.73","2440","User_2440","Pune","Regular","73","Restaurant_73","Mexican","3.0999999046"
"124","2023-06-07","996.95","257","User_257","Chennai","Regular","102","Restaurant_102","Italian","4.9000000954"
"125","2023-10-09","1345.86","1649","User_1649","Chennai","Gold","14","Restaurant_14","Indian","3.7999999523"
"126","2023-09-29","320.68","970","User_970","Bangalore","Regular","122","Restaurant_122","Indian","3.9000000954"
"127","2023-01-04","1251.40","2913","User_2913","Pune","Gold","309","Restaurant_309","Indian","4.5"
"128","2023-06-10","379.57","42","User_42","Bangalore","Regular","152","Restaurant_152","Indian","4.8000001907"
"129","2023-11-28","158.62","1227","User_1227","Hyderabad","Gold","46","Restaurant_46","Chinese","3.5999999046"
"130","2023-09-05","710.77","1128","User_1128","Pune","Gold","418","Restaurant_418","Chinese","3.2999999523"
"131","2023-08-10","1406.07","2850","User_2850","Hyderabad","Gold","389","Restaurant_389","Italian","4.9000000954"
"132","2023-03-03","198.22","778","User_778","Hyderabad","Gold","302","Restaurant_302","Mexican","4.9000000954"
"133","2023-03-29","872.28","2384","User_2384","Pune","Regular","165","Restaurant_165","Mexican","4.3000001907"
"134","2023-03-24","775.17","45","User_45","Hyderabad","Gold","220","Restaurant_220","Mexican","3.2000000477"
"135","2023-11-09","365.07","912","User_912","Bangalore","Regular","483","Restaurant_483","Chinese","4.5"
"136","2023-02-16","968.84","2643","User_2643","Chennai","Regular","175","Restaurant_175","Chinese","4.0999999046"
"137","2023-05-27","1401.56","1603","User_1603","Chennai","Gold","20","Restaurant_20","Indian","3.7000000477"
"138","2023-05-09","1140.38","880","User_880","Pune","Regular","384","Restaurant_384","Mexican","4.5999999046"
"139","2023-04-20","1446.43","1639","User_1639","Hyderabad","Regular","19","Restaurant_19","Indian","3.5999999046"
"140","2023-03-13","1381.41","765","User_765","Hyderabad","Gold","381","Restaurant_381","Italian","4.5999999046"
"141","2023-11-12","1129.47","1831","User_1831","Hyderabad","Gold","384","Restaurant_384","Mexican","4.5999999046"
"142","2023-02-07","1331.64","1860","User_1860","Chennai","Gold","112","Restaurant_112","Chinese","3.2000000477"
"143","2023-11-22","158.75","1729","User_1729","Chennai","Gold","259","Restaurant_259","Mexican","3.7000000477"
"144","2023-04-16","247.03","2519","User_2519","Chennai","Gold","452","Restaurant_452","Chinese","4.4000000954"
"145","2023-09-17","365.51","1243","User_1243","Hyderabad","Gold","11","Restaurant_11","Chinese","4.9000000954"
"146","2023-04-20","1250.74","93","User_93","Bangalore","Regular","2","Restaurant_2","Indian","4.0999999046"
"147","2023-05-27","172.91","1821","User_1821","Hyderabad","Regular","268","Restaurant_268","Indian","3.7999999523"
"148","2023-02-06","607.82","1975","User_1975","Bangalore","Regular","73","Restaurant_73","Mexican","3.0999999046"
"149","2023-06-24","932.79","2337","User_2337","Bangalore","Gold","345","Restaurant_345","Chinese","4.3000001907"
"150","2023-03-01","1402.24","2136","User_2136","Hyderabad","Regular","486","Restaurant_486","Italian","4.0999999046"
"151","2023-12-07","1148.35","863","User_863","Bangalore","Gold","474","Restaurant_474","Mexican","3.5"
"152","2023-09-29","112.31","2115","User_2115","Pune","Gold","176","Restaurant_176","Italian","4"
"153","2023-02-16","641.49","2832","User_2832","Hyderabad","Gold","34","Restaurant_34","Chinese","4.3000001907"
"154","2023-05-28","221.42","623","User_623","Pune","Gold","244","Restaurant_244","Italian","4.3000001907"
"155","2023-03-12","484.27","2523","User_2523","Pune","Gold","90","Restaurant_90","Italian","4.8000001907"
"156","2023-08-02","1373.33","282","User_282","Chennai","Gold","179","Restaurant_179","Italian","3.5"
"157","2023-05-26","439.11","436","User_436","Bangalore","Gold","120","Restaurant_120","Italian","3.2000000477"
"158","2023-01-16","439.90","2732","User_2732","Hyderabad","Regular","182","Restaurant_182","Mexican","4.8000001907"
"159","2023-01-04","1070.88","2152","User_2152","Chennai","Gold","357","Restaurant_357","Italian","3.7999999523"
"160","2023-03-30","139.67","1291","User_1291","Chennai","Gold","381","Restaurant_381","Italian","4.5999999046"
"161","2023-09-29","175.84","354","User_354","Chennai","Regular","319","Restaurant_319","Indian","3.0999999046"
"162","2023-11-06","763.73","939","User_939","Chennai","Regular","208","Restaurant_208","Mexican","4.6999998093"
"163","2023-12-26","190.64","2852","User_2852","Pune","Regular","86","Restaurant_86","Indian","4.1999998093"
"164","2023-08-08","411.65","2241","User_2241","Chennai","Regular","104","Restaurant_104","Chinese","4.9000000954"
"165","2023-05-12","761.84","1982","User_1982","Chennai","Gold","325","Restaurant_325","Italian","4.5"
"166","2023-10-06","456.50","1583","User_1583","Hyderabad","Gold","169","Restaurant_169","Italian","4.1999998093"
"167","2023-10-11","427.18","1644","User_1644","Bangalore","Regular","483","Restaurant_483","Chinese","4.5"
"168","2023-06-15","1357.22","1437","User_1437","Hyderabad","Gold","135","Restaurant_135","Indian","3.7000000477"
"169","2023-04-07","1013.30","2475","User_2475","Pune","Gold","320","Restaurant_320","Italian","4.0999999046"
"170","2023-03-09","1352.94","2134","User_2134","Hyderabad","Regular","290","Restaurant_290","Chinese","4.9000000954"
"171","2023-07-15","1102.10","968","User_968","Bangalore","Regular","319","Restaurant_319","Indian","3.0999999046"
"172","2023-01-22","1307.06","1953","User_1953","Chennai","Gold","332","Restaurant_332","Chinese","4.8000001907"
"173","2023-06-18","164.31","1352","User_1352","Pune","Gold","109","Restaurant_109","Chinese","5"
"174","2023-12-11","1161.71","740","User_740","Hyderabad","Gold","371","Restaurant_371","Chinese","3.0999999046"
"175","2023-10-27","1482.75","238","User_238","Hyderabad","Regular","379","Restaurant_379","Mexican","4.0999999046"
"176","2023-12-17","552.39","2544","User_2544","Hyderabad","Gold","171","Restaurant_171","Mexican","3.5999999046"
"177","2023-05-15","1088.98","2271","User_2271","Pune","Gold","117","Restaurant_117","Indian","3.9000000954"
"178","2023-05-14","1402.18","424","User_424","Bangalore","Gold","375","Restaurant_375","Chinese","4.3000001907"
"179","2023-09-07","703.69","1437","User_1437","Hyderabad","Gold","91","Restaurant_91","Italian","4.8000001907"
"180","2023-05-19","1289.82","816","User_816","Chennai","Regular","399","Restaurant_399","Chinese","3.2000000477"
"181","2023-04-20","1437.19","1090","User_1090","Pune","Regular","136","Restaurant_136","Indian","3.5999999046"
"182","2023-02-09","1470.97","131","User_131","Chennai","Gold","123","Restaurant_123","Chinese","4.1999998093"
"183","2023-06-26","561.65","724","User_724","Hyderabad","Regular","489","Restaurant_489","Italian","3"
"184","2023-03-09","518.58","1945","User_1945","Pune","Regular","391","Restaurant_391","Indian","3.2999999523"
"185","2023-08-13","105.40","1722","User_1722","Hyderabad","Gold","54","Restaurant_54","Italian","4.9000000954"
"186","2023-05-31","1028.25","2704","User_2704","Pune","Gold","285","Restaurant_285","Mexican","4.8000001907"
"187","2023-06-22","803.92","2805","User_2805","Bangalore","Regular","116","Restaurant_116","Chinese","4.1999998093"
"188","2023-06-30","558.85","2666","User_2666","Chennai","Gold","277","Restaurant_277","Mexican","3.2999999523"
"189","2023-09-02","805.04","574","User_574","Chennai","Regular","442","Restaurant_442","Italian","3.7000000477"
"190","2023-03-13","501.58","1542","User_1542","Bangalore","Regular","237","Restaurant_237","Italian","4.5"
"191","2023-05-05","1340.73","2482","User_2482","Chennai","Regular","116","Restaurant_116","Chinese","4.1999998093"
"192","2023-04-24","862.55","345","User_345","Chennai","Gold","76","Restaurant_76","Italian","4.6999998093"
"193","2023-01-20","261.66","2405","User_2405","Bangalore","Regular","126","Restaurant_126","Italian","4.5"
"194","2023-07-17","401.42","914","User_914","Bangalore","Regular","183","Restaurant_183","Chinese","3.7000000477"
"195","2023-02-12","1179.75","1258","User_1258","Pune","Regular","58","Restaurant_58","Indian","4.4000000954"
"196","2023-07-25","967.60","789","User_789","Pune","Regular","254","Restaurant_254","Indian","4.6999998093"
"197","2023-03-03","619.68","996","User_996","Chennai","Gold","58","Restaurant_58","Indian","4.4000000954"
"198","2023-04-05","1389.57","767","User_767","Hyderabad","Gold","243","Restaurant_243","Chinese","4.8000001907"
"199","2023-10-06","844.75","2543","User_2543","Pune","Regular","94","Restaurant_94","Chinese","4.5"
"200","2023-02-08","258.38","2619","User_2619","Bangalore","Regular","263","Restaurant_263","Indian","4.4000000954"
"201","2023-05-20","375.74","1782","User_1782","Hyderabad","Gold","49","Restaurant_49","Italian","4"
"202","2023-02-25","1169.60","1347","User_1347","Chennai","Gold","43","Restaurant_43","Chinese","4.9000000954"
"203","2023-01-30","986.26","482","User_482","Hyderabad","Regular","376","Restaurant_376","Indian","3.4000000954"
"204","2023-10-23","1164.27","2094","User_2094","Hyderabad","Gold","364","Restaurant_364","Mexican","3.4000000954"
"205","2023-12-25","121.12","1380","User_1380","Hyderabad","Regular","54","Restaurant_54","Italian","4.9000000954"
"206","2023-12-17","200.98","253","User_253","Chennai","Regular","308","Restaurant_308","Italian","4.3000001907"
"207","2023-02-23","1441.98","2453","User_2453","Pune","Regular","218","Restaurant_218","Indian","4.0999999046"
"208","2023-03-02","1250.84","1642","User_1642","Bangalore","Gold","352","Restaurant_352","Italian","4.6999998093"
"209","2023-02-01","353.88","761","User_761","Pune","Regular","232","Restaurant_232","Mexican","4"
"210","2023-05-02","169.20","1816","User_1816","Pune","Regular","458","Restaurant_458","Italian","4.8000001907"
"211","2023-12-26","484.58","1209","User_1209","Bangalore","Gold","437","Restaurant_437","Indian","3.2999999523"
"212","2023-11-10","390.16","2339","User_2339","Pune","Regular","20","Restaurant_20","Indian","3.7000000477"
"213","2023-05-24","701.52","2626","User_2626","Bangalore","Gold","374","Restaurant_374","Mexican","3.5999999046"
"214","2023-12-29","1229.36","66","User_66","Chennai","Gold","365","Restaurant_365","Italian","3.5999999046"
"215","2023-07-24","334.56","1087","User_1087","Pune","Regular","446","Restaurant_446","Indian","4.9000000954"
"216","2023-04-08","455.32","105","User_105","Hyderabad","Gold","106","Restaurant_106","Indian","4.8000001907"
"217","2023-02-20","538.30","1846","User_1846","Chennai","Regular","376","Restaurant_376","Indian","3.4000000954"
"218","2023-03-14","825.18","327","User_327","Hyderabad","Regular","138","Restaurant_138","Indian","4.8000001907"
"219","2023-02-03","883.67","430","User_430","Hyderabad","Gold","125","Restaurant_125","Chinese","4.3000001907"
"220","2023-12-17","394.85","1154","User_1154","Bangalore","Regular","132","Restaurant_132","Indian","3.7000000477"
"221","2023-04-17","616.19","2922","User_2922","Chennai","Gold","338","Restaurant_338","Mexican","4.5"
"222","2023-05-18","572.97","1884","User_1884","Chennai","Regular","459","Restaurant_459","Italian","4.5999999046"
"223","2023-04-10","1477.26","1118","User_1118","Pune","Gold","407","Restaurant_407","Mexican","4.5999999046"
"224","2023-04-14","1130.13","370","User_370","Bangalore","Gold","277","Restaurant_277","Mexican","3.2999999523"
"225","2023-07-28","491.77","2992","User_2992","Bangalore","Regular","47","Restaurant_47","Indian","3.4000000954"
"226","2023-03-25","307.03","2341","User_2341","Bangalore","Regular","100","Restaurant_100","Indian","3.2999999523"
"227","2023-03-01","361.97","77","User_77","Pune","Regular","466","Restaurant_466","Italian","4.9000000954"
"228","2023-02-06","618.25","2302","User_2302","Chennai","Regular","196","Restaurant_196","Italian","5"
"229","2023-12-13","672.94","760","User_760","Chennai","Regular","351","Restaurant_351","Mexican","4.1999998093"
"230","2023-01-24","1406.25","2064","User_2064","Hyderabad","Regular","186","Restaurant_186","Indian","4.3000001907"
"231","2023-01-09","272.23","399","User_399","Bangalore","Regular","280","Restaurant_280","Chinese","3.7000000477"
"232","2023-03-11","744.13","196","User_196","Hyderabad","Gold","419","Restaurant_419","Chinese","3.5999999046"
"233","2023-08-23","661.75","2278","User_2278","Bangalore","Gold","492","Restaurant_492","Italian","4"
"234","2023-02-08","724.11","2342","User_2342","Pune","Regular","62","Restaurant_62","Indian","3.0999999046"
"235","2023-06-23","144.79","629","User_629","Bangalore","Gold","2","Restaurant_2","Indian","4.0999999046"
"236","2023-05-15","735.33","1298","User_1298","Chennai","Gold","349","Restaurant_349","Indian","4.5"
"237","2023-09-02","379.94","991","User_991","Pune","Regular","329","Restaurant_329","Chinese","3.2999999523"
"238","2023-09-30","745.99","1695","User_1695","Bangalore","Gold","140","Restaurant_140","Italian","3.2999999523"
"239","2023-12-28","572.94","2165","User_2165","Chennai","Gold","272","Restaurant_272","Indian","4.8000001907"
"240","2023-12-20","1296.96","1879","User_1879","Hyderabad","Gold","97","Restaurant_97","Mexican","3.7000000477"
"241","2023-09-19","1339.09","2067","User_2067","Chennai","Gold","438","Restaurant_438","Italian","3.2000000477"
"242","2023-03-16","809.35","2160","User_2160","Chennai","Regular","198","Restaurant_198","Mexican","4.0999999046"
"243","2023-09-19","1139.50","690","User_690","Hyderabad","Gold","17","Restaurant_17","Indian","4.5999999046"
"244","2023-07-10","506.36","323","User_323","Bangalore","Regular","55","Restaurant_55","Indian","3.5"
"245","2023-04-07","793.48","1067","User_1067","Bangalore","Regular","470","Restaurant_470","Italian","3.5999999046"
"246","2023-08-09","212.50","2438","User_2438","Pune","Gold","339","Restaurant_339","Indian","3.0999999046"
"247","2023-06-25","662.32","170","User_170","Hyderabad","Gold","315","Restaurant_315","Mexican","4.6999998093"
"248","2023-10-02","931.29","958","User_958","Chennai","Gold","6","Restaurant_6","Chinese","4.8000001907"
"249","2023-09-30","238.03","478","User_478","Pune","Regular","438","Restaurant_438","Italian","3.2000000477"
"250","2023-06-05","1067.00","2143","User_2143","Hyderabad","Regular","406","Restaurant_406","Chinese","4.5"
"251","2023-02-10","248.07","2575","User_2575","Hyderabad","Regular","250","Restaurant_250","Mexican","3.4000000954"
"252","2023-03-25","1032.04","677","User_677","Chennai","Gold","396","Restaurant_396","Mexican","4.8000001907"
"253","2023-10-15","1117.08","344","User_344","Chennai","Gold","316","Restaurant_316","Chinese","4.8000001907"
"254","2023-04-15","793.84","2588","User_2588","Hyderabad","Regular","270","Restaurant_270","Mexican","3.7999999523"
"255","2023-12-10","655.05","2125","User_2125","Pune","Gold","279","Restaurant_279","Italian","4.9000000954"
"256","2023-05-14","212.44","1220","User_1220","Hyderabad","Regular","205","Restaurant_205","Italian","4.1999998093"
"257","2023-06-17","965.63","943","User_943","Chennai","Regular","396","Restaurant_396","Mexican","4.8000001907"
"258","2023-06-27","1159.83","968","User_968","Bangalore","Regular","481","Restaurant_481","Indian","4.1999998093"
"259","2023-12-06","1152.68","775","User_775","Chennai","Regular","315","Restaurant_315","Mexican","4.6999998093"
"260","2023-08-10","314.23","2482","User_2482","Chennai","Regular","70","Restaurant_70","Chinese","4.6999998093"
"261","2023-02-25","369.43","1680","User_1680","Pune","Regular","187","Restaurant_187","Chinese","3.7999999523"
"262","2023-04-17","256.62","1130","User_1130","Chennai","Gold","188","Restaurant_188","Chinese","4.5999999046"
"263","2023-06-15","335.79","1026","User_1026","Chennai","Gold","247","Restaurant_247","Mexican","3.2000000477"
